Pennsylvania                     39  296         648              224.1813259           0   570     8     6     1     2     1     2    4224150 672.5439778         64801   2   1  25   1   1   1   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   9   1   1   1   1   1   1   1   1   5   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   5   2   1   2   1   1   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  10   1   1   1   1   1   1   1   1   1   1   1   1   1   3   1   1   1   A   A   A   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   4   4   4   4   3   2   4   3   4   3   1   4   1   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   2   1   2   2   1   1   1   2   1   1   1   1   2   1   1   1   2   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A  32   2   2   1   1   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                1   1   1   2   2   2   2                                                                1   1   1   2   1   1   1   2   2   2   2   1   2   1   1   2   2   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   1   2   2   1   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   2   1   2 2
Pennsylvania                     39  301         655               88.2133017           0   538    12     9     1     1     1     3    4226820  87.9050164         65501   2   1  18   1   1   1   2   1   1   1   2   1   2   1   2   2   1   1   2   2   1   1   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   1   5   1   1   1   1   1   1   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   2   2   1   2   5   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   2   2   2   5   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   2   1   1   1   1   2   1   1   1   1   1   1   2   5   1   1   1   1   1   1   1   1   5   1   1   1   1   1   1   2   1   5   1   1   1   1   1   1   5   1   2   2   1   1   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   2   5   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   A   A   A   1   1   1   1   1   1   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   5   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   1   2   1   1   1   1   1   2   2   1   2   1   1   2   1   1   1   1   1   2   C   4   1   1   1   3   1   1   C   C   4   1   C   A   A   A   A   A   A   A   A   A   2   3   2   2   2   2   2   1   2   2   2   2   1   1   2   1   2   2   2   2   1   1   2   A   A   A   A   A   A   A   1   1   2   2   1   2   2   2   2   7   1   1   1   2   2   2   2   2   1communications and marketing                                    2   A   A   A   A   A   A                                                                1   1   1   2   2   2   1education administration                                        1   1   1   1   2   2   1   1   2   1   1   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   2   1   1   2   2   2   1   2   1   2   1   2   2   2   2   2   2   2   1   1   2   2   1   1   2 2
Pennsylvania                     39  302         656              372.0370831           0   139     6     0     1     2     1     1    4224150 780.7309858         65601   2   A  16   2   2   1   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   1   2   2   2   1   2   2   2   2   2   A   2   2   2   2   2   A   A   2   2   2   2   2   2   2   2   2   4   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   1   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   0   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   C   C   C   C   C   C   C   C   C   C   C   C   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   3   3   1   1   1   1   3   3   1   1   1   1   1   A   A   A   A   A   A   A   A   A   2   3   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   1   1   2   1   2   1   1   2   1   1   2   A   A   A   A   A   A   A   A   4   2   2   1   2   2   1   2   2   2                                                                2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                3   2   2   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   1   1   2   2   2   2   2 2
Pennsylvania                     39  302         658              110.0680047           0   957    12     9     1     2     1     3    4224150 109.6833422         65801   2   1  25   1   1   1   1   1   2   2   2   1   2   1   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   8   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   4   1   1   2   2   2   1   2   2   2   2   2   2   2   2   2   2   1   2   1   2   1   1   1   1   2   2   2   2   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   1   2   2   2   2   A   A   A   A   A   A   2   2   1   1   1   1   1   2   2   1   1   1   2   1   1   2   2   2   2   1   1   1   1   1   1   7   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   A   A   A   1   2   1   2   2   2   2   2   2   2   2   1   1   1   2   1   1   1   2   2   2   1   2   1   0   2   1   1   2   1   1   2   2   1   1   A   2   1   1   2   1   1   2   2   1   1   3   1   2   1   2   2   2   1   2   2   2   2   1   2   1   1   1   2   1   1   1   1   1   3   4   4   2   2   1   3   3   3   1   3   3   1   A   A   A   A   A   A   A   A   A   2   2   1   1   1   2   2   2   1   2   1   1   2   2   2   1   2   2   2   2   1   2   2   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A  11   2   1   1   1   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   1   1   1   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   2 2
Pennsylvania                     39  304         662              395.5127026           1   288     8    -1     1     1     2     1    42268201452.4917362         66201   2   A  34   2   2   1   1   2   2   2   2   1   2   1   1   1   1   2   1   1   1   1   1   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   A   1   1   1   1   1   A   A   2   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   A   A   A   A   1   1   1   1   1   1   1   1  10   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2   1  11   2   1   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   1   1   1   1   1   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2  11   1   1   1   1   1   A   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1  10   1   1   2   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   4   4   4   3   3   3   3   4   3   3   3   4   2   A   A   A   A   A   A   A   A   A   1   3   2   1   2   2   2   2   2   1   1   2   1   2   2   1   2   2   2   2   2   2   2   1   1   1   1   1   1   1   2   A   A   A   A   A   A   A   A  14   2   2   1   2   2   1   2   2   2                                                                2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                2   2   2   A   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
Pennsylvania                     39  304         662              395.5127026           1   288     8    -1     1     1     2     1    42268201452.4917362         66202   1   A  33   1   1   1   1   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   A   1   1   1   1   1   A   A   2   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   A   A   A   A   1   1   1   1   1   1   1   1  10   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   1   1   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2  11   1   1   1   1   1   A   1   1   1   1   C   1   1   1   1   1   1   1   1   1   1  10   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   4   4   4   3   4   3   3   3   3   2   3   3   2   A   A   A   A   A   A   A   A   A   1   3   1   1   2   2   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   2   A   A   A   A   A   A   A   A  14   2   2   1   2   2   1   2   2   2                                                                2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                2   2   2   A   1   1   1   1   2   1   1   1   1   1   1   1   1   1   C   C   C   C   C   C   C   C   C   C   C   C   C   C   C   C   C   1   1   1   1   1   1   1   1   1   1   1   1   1   C   C   C   C   C   C   C   C   C   C   C   C   C   C 2
Pennsylvania                     39  304         664              211.2547601           1   459     8    -1     1     1     2     2    4200832 211.2547601         66401   2   3  42   1   1   1   1   2   1   2   2   2   2   2   1   1   1   1   1   1   2   1   1   1   2   1   2   1   2   1   1   1   1   1   2   2   1   2   2   2   2   1   2   1   1   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   2   2   1   2   2   2   2   2   1   2   2   2   2   1   1   1   1   2   1   2   1   2   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   0   A   A   A   A   A   A   A   A   A   1   1   1   1   1   2   2   1   0   A   A   A   A   A   A   A   2   1   1   2   2   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   1   1   1   2   A   2   2   2   2   2   2   1   2   1   2   0   1   2   2   2   1   1   1   1   1   1   1   1   2   1   1   1   2   1   2   2   2   2   2   4   3   2   3   1   3   3   4   1   2   4   1   A   A   A   A   A   A   A   A   A   1   3   2   1   1   2   2   2   2   2   2   2   1   2   2   2   1   2   2   1   1   1   2   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A   3   2   2   1   2   2   2   2   2   1criminology                                                     1   2   2   2   2   2   1police science and administrat                                  1   2   2   1   2   2   2                                                                2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   1   1   2   2   2   1   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   1   1   1   2   1   2   2   2   1   1   2   2   2   2   2 2
Rhode Island                     40  308         669              397.2341017           0   587     5    -1     1     2     1     1    44007801250.4115281         66901   2   A  21   1   1   1   1   2   2   2   2   1   2   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   2   2   1   1   1   1   1   2   1   2   1   1   1   1   2   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   A   1   1   1   1   1   A   A   2   1   1   1   1   1   1   1   1   5   1   1   1   1   2   1   1   1   1   1   1   A   A   A   A   1   1   1   1   1   1   1   1  11   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   1   1   1   1   1   A   A   A   A   A   2   2   2   1   1   1   2   1   1   1   1   1   1   1   1   1   1   5   1   1   1   1   1   A   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   5   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   4   4   4   3   2   2   3   2   1   1   4   1   A   A   A   A   A   A   A   A   A   1   3   1   1   1   2   1   2   2   1   1   1   1   1   1   1   1   2   1   1   1   2   2   C   C   C   C   C   C   2   1   2   2   2   1   1   1   1   1  24   2   2   1   1   1   2   2   2   2                                                                1   2   2   2   2   2   1Athletic Training                                               2   A   A   A   A   A   A                                                                1   1   1   A   2   2   1   1   2   2   2   2   1   2   1   2   2   2   2   1   1   1   1   2   2   2   1   1   1   1   1   1   1   1   2   1   2   2   2   2   2   2   2   1   2   2   2   2   1   1   1   1   1   2   1   1   1   2   1   2   1   2 2
Rhode Island                     40  308         669              397.2341017           0   587     5    -1     1     2     1     1    44007801250.4115281         66902   2   A  23   1   1   1   1   2   2   2   2   1   2   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   2   1   1   1   1   1   1   2   1   2   1   1   1   1   2   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   A   1   1   1   1   1   A   A   2   1   1   1   1   1   1   1   1   5   1   1   1   1   2   1   1   1   1   1   1   A   A   A   A   1   1   1   1   1   2   2   1  11   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   1   1   1   1   1   A   A   A   A   A   2   1   2   1   1   1   2   1   1   1   1   1   1   1   1   1   1   5   1   1   1   1   1   A   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   5   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   4   4   4   3   2   2   3   2   1   3   4   2   A   A   A   A   A   A   A   A   A   1   3   1   1   1   2   1   2   2   1   1   1   1   1   1   1   1   2   1   1   1   2   2   C   C   C   C   C   C   2   1   2   2   2   1   1   1   1   1  12   2   2   1   2   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                1   1   1   A   2   2   1   1   2   2   2   2   1   2   1   2   2   2   2   1   1   1   1   2   1   2   1   1   2   1   1   1   1   1   2   1   2   2   2   2   2   2   2   1   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   2   1   2 2
Rhode Island                     40  309         670              199.4704104           0   527     8     6     1     2     1     2    4400780 299.2056157         67001   2   2  27   1   1   2   1   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   2   1   1   1   1   2   1   1   3   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   2   1   1   1   2   2   2   2   1   1   3   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   2   1   2   1   1   1   1   1   1   2   1   2   1   2   2   3   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   3   4   3   3   2   1   2   2   3   1   1   3   1   A   A   A   A   A   A   A   A   A   1   3   2   1   1   2   2   2   1   1   1   1   1   1   1   1   1   2   1   1   1   1   2   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1  30   2   2   1   1   1   1   2   2   2                                                                2   A   A   A   A   A   A                                                                1   1   2   2   2   2   2                                                                1   1   1   1   2   2   1   1   2   2   2   1   1   1   1   2   2   1   1   2   2   1   2   2   2   2   2   2   2   2   2   1   1   2   2   1   2   2   1   2   2   2   2   1   1   1   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2 2
Rhode Island                     40  309         670              199.4704104           0   527     8     6     1     2     1     2    4400780 299.2056157         67002   2   2  27   2   2   1   1   2   2   2   2   1   2   2   1   2   2   1   1   1   1   1   1   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2   2   6   1   1   1   1   1   1   1   1   2   1   2   1   1   1   1   1   1   2   1   2   1   2   2   3   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   2   1   2   1   1   1   2   1   1   1   1   2   1   1   1   6   2   2   2   2   2   2   2   2   2   2   2   2   2   0   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   2   1   1   1   1   A   1   2   2   2   1   2   1   1   1   1   6   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   3   4   3   3   2   1   2   2   3   1   1   3   1   A   A   A   A   A   A   A   A   A   1   3   2   1   1   2   2   2   1   1   1   1   1   1   1   1   1   2   1   1   1   1   2   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1  30   2   2   1   1   1   2   2   2   1speacial ed.                                                    2   A   A   A   A   A   A                                                                1   1   2   2   2   2   2                                                                1   1   1   1   2   2   1   1   2   2   2   1   1   1   1   2   2   1   1   2   2   1   2   2   2   2   2   2   2   2   2   1   1   2   2   1   2   2   1   2   2   2   2   1   1   1   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2 2
Rhode Island                     40  312         673              397.2341017           0   298     5    -1     1     2     1     1    44007801250.4115281         67301   2   A  20   2   1   1   1   2   2   2   2   1   2   1   1   1   1   1   1   1   1   2   2   2   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   2   2   2   2   2   2   1   1   1   2   2   1   1   1   2   2   1   2   2   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   A   1   2   1   1   1   A   A   2   1   1   1   2   2   2   2   2   4   1   1   1   1   1   1   1   1   1   1   1   A   A   A   A   1   2   2   2   2   2   1   2   4   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   A   1   1   1   2   1   2   2   1   1   1   1   1   1   1   2   1   2   2   1   2   2   2   1   3   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   1   1   1   1   1   A   A   A   A   A   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   2   2   2   2   A   1   2   2   1   1   2   2   2   2   2   2   2   2   2   2   0   1   1   2   2   2   1   2   2   1   1   1   1   1   1   1   2   2   2   2   2   2   2   3   4   4   3   4   3   1   3   2   2   3   4   1   A   A   A   A   A   A   A   A   A   1   2   2   1   2   2   1   2   2   2   2   1   2   1   1   2   1   2   1   1   1   1   1   1   1   1   1   1   1   2   2   A   A   A   A   A   A   A   A  10   2   2   1   1   1   2   2   2   2                                                                1   2   2   2   2   2   1dance                                                           1   1   2   2   2   2   2                                                                1   1   1   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   2   1   2   2   2   2   2   1   1   2   1   2 2
Rhode Island                     40  312         673              397.2341017           0   298     5    -1     1     2     1     1    44007801250.4115281         67302   2   A  23   1   1   1   1   2   2   2   2   1   2   1   1   1   1   1   1   1   1   1   2   2   1   1   1   1   2   2   1   1   1   2   2   2   1   2   2   1   2   1   2   1   1   1   2   2   2   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   2   1   1   1   1   3   1   1   1   1   1   1   1   1   1   1   1   A   1   1   1   1   1   A   A   2   1   1   1   1   1   1   1   1  10   1   1   1   1   1   1   1   1   1   1   1   A   A   A   A   1   1   1   1   2   1   1   2   8   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   A   1   1   1   1   1   2   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   8   2   1   2   2   1   2   2   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   A   A   A   A   A   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   1   2   2   2   2   A   1   2   2   1   1   2   2   1   1   1   1   2   2   1   2   2   1   2   2   2   2   1   2   2   1   1   1   1   2   1   1   2   2   1   1   1   1   1   3   4   4   3   4   3   1   3   2   2   3   4   1   A   A   A   A   A   A   A   A   A   1   2   2   1   2   2   1   2   2   2   1   1   2   1   1   2   1   2   1   1   1   1   1   1   1   1   1   1   1   2   2   A   A   A   A   A   A   A   A  10   2   2   1   1   1   2   2   2   2                                                                1   2   2   2   2   2   1Dance                                                           1   1   2   2   2   2   2                                                                1   1   1   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   2   1   2   2   2   2   2   1   1   2   1   2 2
Rhode Island                     40  312         674              117.5225990           0  1054    12     9     1     2     1     3    4400780 234.2237690         67401   2   2  25   1   1   1   1   1   2   2   1   1   2   1   1   1   1   2   1   1   2   2   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   4   2   2   2   1   1   2   2   1   2   2   2   2   1   2   2   2   2   1   2   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   2   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   2   1   2   3   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   8   1   1   1   1   1   1   1   1   3   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   1   1   2   1   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   3   1   1   2   1   1   2   1   1   1   1   1   1   1   1   1   1   1   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   4   2   2   1   2   1   1   1   1   1   1   A   1   1   1   1   1   1   1   1   1   2   1   1   2   1   2   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   3   4   3   3   3   4   3   1   3   3   4   3   1   A   A   A   A   A   A   A   A   A   1   3   1   1   1   1   2   1   1   2   1   1   1   2   2   1   1   2   2   1   1   1   1   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A  22   2   1   1   1   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                1   2   2   2   2   1   2                                                                1   1   1   2   2   2   2   2   2   2   2   2   1   1   1   1   1   2   2   1   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   1   1   2   2   1   1   1   1   1   1   1   1   1   2   2   2   2   2   1   1   1   2   2   2   2   2   2 2
